gene_symbol	ensembl_gene_id	disease	association_score	evidence_count
CLCN5	ENSG00000171365	type_2_diabetes	0.017021	1
CLCN6	ENSG00000011021	obesity	0.078651	1
CLCN7	ENSG00000103249	obesity	0.063014	6
CLCNKA	ENSG00000186510	type_2_diabetes	0.328202	2
CLCNKB	ENSG00000184908	type_2_diabetes	0.019404	1
CLDN1	ENSG00000163347	mash	0.009107	3
CLDN1	ENSG00000163347	nafld	0.012770	13
CLDN1	ENSG00000163347	obesity	0.019559	12
CLDN1	ENSG00000163347	type_2_diabetes	0.012738	9
CLDN10	ENSG00000134873	type_2_diabetes	0.016836	2
CLDN11	ENSG00000013297	obesity	0.060684	1
CLDN11	ENSG00000013297	type_2_diabetes	0.017247	3
CLDN12	ENSG00000157224	obesity	0.001480	1
CLDN14	ENSG00000159261	nafld	0.002220	1
CLDN14	ENSG00000159261	type_2_diabetes	0.007956	2
CLDN15	ENSG00000106404	obesity	0.035781	2
CLDN15	ENSG00000106404	type_2_diabetes	0.016651	2
CLDN18	ENSG00000066405	type_2_diabetes	0.299092	1
CLDN2	ENSG00000165376	mash	0.002960	1
CLDN2	ENSG00000165376	nafld	0.033940	4
CLDN2	ENSG00000165376	obesity	0.033782	7
CLDN2	ENSG00000165376	type_2_diabetes	0.037948	2
CLDN22	ENSG00000177300	obesity	0.002960	1
CLDN23	ENSG00000253958	type_2_diabetes	0.033407	1
CLDN3	ENSG00000165215	mash	0.001480	1
CLDN3	ENSG00000165215	nafld	0.002590	2
CLDN3	ENSG00000165215	type_2_diabetes	0.007771	2
CLDN4	ENSG00000189143	mash	0.003700	1
CLDN4	ENSG00000189143	obesity	0.001480	1
CLDN4	ENSG00000189143	type_2_diabetes	0.008642	5
CLDN5	ENSG00000184113	mash	0.002960	1
CLDN5	ENSG00000184113	obesity	0.052430	4
CLDN5	ENSG00000184113	type_2_diabetes	0.018552	6
CLDN6	ENSG00000184697	obesity	0.001480	1
CLDN6	ENSG00000184697	type_2_diabetes	0.002960	1
CLDN7	ENSG00000181885	mash	0.008326	2
CLDN7	ENSG00000181885	nafld	0.012751	12
CLDN7	ENSG00000181885	obesity	0.009725	9
CLDN7	ENSG00000181885	type_2_diabetes	0.012600	9
CLDN8	ENSG00000156284	type_2_diabetes	0.003700	1
CLDN9	ENSG00000213937	obesity	0.002960	1
CLDND1	ENSG00000080822	nafld	0.002960	1
CLEC10A	ENSG00000132514	mash	0.004070	2
CLEC10A	ENSG00000132514	nafld	0.005160	3
CLEC10A	ENSG00000132514	obesity	0.016450	12
CLEC10A	ENSG00000132514	type_2_diabetes	0.011411	6
CLEC11A	ENSG00000105472	mash	0.002775	2
CLEC11A	ENSG00000105472	nafld	0.020886	3
CLEC11A	ENSG00000105472	obesity	0.008471	6
CLEC11A	ENSG00000105472	type_2_diabetes	0.012458	3
CLEC14A	ENSG00000176435	type_2_diabetes	0.439831	22
CLEC16A	ENSG00000038532	type_2_diabetes	0.173934	4
CLEC18A	ENSG00000157322	obesity	0.187205	1
CLEC1B	ENSG00000165682	obesity	0.003700	1
CLEC2B	ENSG00000110852	type_2_diabetes	0.003700	1
CLEC3B	ENSG00000163815	mash	0.024422	1
CLEC3B	ENSG00000163815	nafld	0.021461	1
CLEC3B	ENSG00000163815	obesity	0.017070	6
CLEC3B	ENSG00000163815	type_2_diabetes	0.015220	6
CLEC4A	ENSG00000111729	nafld	0.003700	1
CLEC4A	ENSG00000111729	type_2_diabetes	0.002775	2
CLEC4C	ENSG00000198178	obesity	0.014801	1
CLEC4C	ENSG00000198178	type_2_diabetes	0.002220	1
CLEC4D	ENSG00000166527	mash	0.002960	1
CLEC4D	ENSG00000166527	nafld	0.009666	9
CLEC4D	ENSG00000166527	obesity	0.002220	1
CLEC4D	ENSG00000166527	type_2_diabetes	0.005036	3
CLEC4E	ENSG00000166523	mash	0.034412	2
CLEC4E	ENSG00000166523	nafld	0.012766	2
CLEC4E	ENSG00000166523	obesity	0.037636	11
CLEC4E	ENSG00000166523	type_2_diabetes	0.001480	1
CLEC4F	ENSG00000152672	mash	0.018237	11
CLEC4F	ENSG00000152672	nafld	0.053890	4
CLEC4G	ENSG00000182566	mash	0.020906	2
CLEC4G	ENSG00000182566	nafld	0.001480	1
CLEC5A	ENSG00000258227	obesity	0.002220	1
CLEC6A	ENSG00000205846	type_2_diabetes	0.029602	1
CLEC7A	ENSG00000172243	mash	0.005807	4
CLEC7A	ENSG00000172243	nafld	0.029736	4
CLEC7A	ENSG00000172243	obesity	0.101522	19
CLEC7A	ENSG00000172243	type_2_diabetes	0.042757	11
CLECL1	ENSG00000184293	type_2_diabetes	0.007400	1
CLGN	ENSG00000153132	mash	0.002127	1
CLGN	ENSG00000153132	nafld	0.006660	1
CLGN	ENSG00000153132	type_2_diabetes	0.040967	7
CLHC1	ENSG00000162994	type_2_diabetes	0.010361	1
CLIC1	ENSG00000213719	obesity	0.040045	3
CLIC1	ENSG00000213719	type_2_diabetes	0.004070	2
CLIC3	ENSG00000169583	type_2_diabetes	0.003700	1
CLIC4	ENSG00000169504	mash	0.004070	2
CLIC4	ENSG00000169504	obesity	0.002220	1
CLIC5	ENSG00000112782	obesity	0.031489	2
CLIC5	ENSG00000112782	type_2_diabetes	0.312516	1
CLIC6	ENSG00000159212	mash	0.003700	1
CLIC6	ENSG00000159212	type_2_diabetes	0.112422	1
CLINT1	ENSG00000113282	type_2_diabetes	0.191378	1
CLIP1	ENSG00000130779	mash	0.016651	2
CLIP1	ENSG00000130779	obesity	0.006660	1
CLIP1	ENSG00000130779	type_2_diabetes	0.004440	1
CLIP2	ENSG00000106665	mash	0.016651	2
CLIP2	ENSG00000106665	nafld	0.003700	1
CLIP2	ENSG00000106665	type_2_diabetes	0.005252	4
CLIP3	ENSG00000105270	type_2_diabetes	0.003700	1
CLIP4	ENSG00000115295	type_2_diabetes	0.072830	1
CLK1	ENSG00000013441	obesity	0.030671	3
CLK2	ENSG00000176444	nafld	0.004440	1
CLK2	ENSG00000176444	obesity	0.011605	7
CLK2	ENSG00000176444	type_2_diabetes	0.002220	1
CLMB	ENSG00000154102	obesity	0.025292	4
CLMB	ENSG00000154102	type_2_diabetes	0.010546	2
CLMP	ENSG00000166250	obesity	0.026227	9
CLMP	ENSG00000166250	type_2_diabetes	0.005011	4
CLN3	ENSG00000188603	nafld	0.001480	1
CLN3	ENSG00000188603	obesity	0.108914	6
CLN3	ENSG00000188603	type_2_diabetes	0.052366	1
CLN5	ENSG00000102805	mash	0.010988	4
CLN5	ENSG00000102805	nafld	0.008922	3
CLN5	ENSG00000102805	obesity	0.011559	14
CLN5	ENSG00000102805	type_2_diabetes	0.011957	6
CLN6	ENSG00000128973	obesity	0.025315	1
CLNK	ENSG00000109684	obesity	0.016908	4
CLNK	ENSG00000109684	type_2_diabetes	0.008182	3
CLOCK	ENSG00000134852	mash	0.024883	25
CLOCK	ENSG00000134852	nafld	0.074692	94
CLOCK	ENSG00000134852	obesity	0.102646	815
CLOCK	ENSG00000134852	type_2_diabetes	0.118835	268
CLP1	ENSG00000172409	type_2_diabetes	0.024792	2
CLPB	ENSG00000162129	obesity	0.020325	11
CLPP	ENSG00000125656	mash	0.035193	3
CLPP	ENSG00000125656	nafld	0.009251	2
CLPP	ENSG00000125656	obesity	0.015135	8
CLPP	ENSG00000125656	type_2_diabetes	0.006270	3
CLPS	ENSG00000137392	obesity	0.010609	6
CLPS	ENSG00000137392	type_2_diabetes	0.009878	4
CLPTM1	ENSG00000104853	nafld	0.001480	1
CLPTM1	ENSG00000104853	obesity	0.001480	1
CLPTM1	ENSG00000104853	type_2_diabetes	0.001480	1
CLPX	ENSG00000166855	mash	0.001480	1
CLPX	ENSG00000166855	nafld	0.001480	1
CLPX	ENSG00000166855	type_2_diabetes	0.003700	1
CLSPN	ENSG00000092853	mash	0.010361	1
CLSPN	ENSG00000092853	nafld	0.006290	2
CLSPN	ENSG00000092853	obesity	0.001480	1
CLSTN1	ENSG00000171603	mash	0.004070	2
CLSTN1	ENSG00000171603	obesity	0.004810	2
CLSTN1	ENSG00000171603	type_2_diabetes	0.008881	1
CLSTN2	ENSG00000158258	obesity	0.002847	4
CLSTN2	ENSG00000158258	type_2_diabetes	0.004255	2
CLSTN3	ENSG00000139182	nafld	0.040477	3
CLSTN3	ENSG00000139182	obesity	0.047812	7
CLTA	ENSG00000122705	mash	0.008935	5
CLTA	ENSG00000122705	nafld	0.005469	11
CLTA	ENSG00000122705	obesity	0.002015	3
CLTA	ENSG00000122705	type_2_diabetes	0.010189	8
CLTC	ENSG00000141367	nafld	0.004872	3
CLTC	ENSG00000141367	obesity	0.007000	4
CLTC	ENSG00000141367	type_2_diabetes	0.007277	3
CLTCL1	ENSG00000070371	type_2_diabetes	0.005579	5
CLTRN	ENSG00000147003	obesity	0.003700	1
CLTRN	ENSG00000147003	type_2_diabetes	0.044362	3
CLU	ENSG00000120885	mash	0.015199	6
CLU	ENSG00000120885	nafld	0.067770	11
CLU	ENSG00000120885	obesity	0.065730	58
CLU	ENSG00000120885	type_2_diabetes	0.051097	52
CLUAP1	ENSG00000103351	obesity	0.314034	6
CLUAP1	ENSG00000103351	type_2_diabetes	0.305452	11
CLUH	ENSG00000132361	nafld	0.005920	1
CLUH	ENSG00000132361	type_2_diabetes	0.007400	1
CLUL1	ENSG00000079101	obesity	0.034415	1
CLVS1	ENSG00000177182	obesity	0.306753	1
CLYBL	ENSG00000125246	obesity	0.036612	3
CMA1	ENSG00000092009	mash	0.100214	18
CMA1	ENSG00000092009	nafld	0.023046	7
CMA1	ENSG00000092009	obesity	0.030583	31
CMA1	ENSG00000092009	type_2_diabetes	0.030526	24
CMAHP	ENSG00000168405	obesity	0.003700	3
CMAHP	ENSG00000293489	obesity	0.003700	3
CMAHP	ENSG00000168405	type_2_diabetes	0.008212	4
CMAHP	ENSG00000293489	type_2_diabetes	0.008583	4
CMAS	ENSG00000111726	nafld	0.007400	1
CMAS	ENSG00000111726	type_2_diabetes	0.007400	1
CMBL	ENSG00000164237	obesity	0.003700	1
CMBL	ENSG00000164237	type_2_diabetes	0.003700	1
CMC1	ENSG00000187118	type_2_diabetes	0.027439	1
CMIP	ENSG00000153815	mash	0.002960	1
CMIP	ENSG00000153815	nafld	0.074375	2
CMIP	ENSG00000153815	obesity	0.155750	5
CMIP	ENSG00000153815	type_2_diabetes	0.504601	36
CMKLR1	ENSG00000174600	mash	0.080694	10
CMKLR1	ENSG00000174600	nafld	0.064061	12
CMKLR1	ENSG00000174600	obesity	0.041359	58
CMKLR1	ENSG00000174600	type_2_diabetes	0.058282	31
CMKLR2	ENSG00000183671	mash	0.001480	1
CMKLR2	ENSG00000183671	nafld	0.001480	1
CMKLR2	ENSG00000183671	obesity	0.042516	12
CMKLR2	ENSG00000183671	type_2_diabetes	0.004440	1
CMPK1	ENSG00000162368	mash	0.041140	15
CMPK1	ENSG00000162368	nafld	0.075013	17
CMPK1	ENSG00000162368	obesity	0.022785	62
CMPK1	ENSG00000162368	type_2_diabetes	0.058685	56
CMPK2	ENSG00000134326	mash	0.002220	1
CMPK2	ENSG00000134326	obesity	0.001480	1
CMPK2	ENSG00000134326	type_2_diabetes	0.007935	3
CMTM2	ENSG00000140932	mash	0.007400	1
CMTM3	ENSG00000140931	obesity	0.001480	1
CMTM7	ENSG00000153551	obesity	0.024792	3
CMTR1	ENSG00000137200	type_2_diabetes	0.053954	1
CMTR2	ENSG00000180917	obesity	0.002220	1
CMYA5	ENSG00000164309	obesity	0.003700	1
CNBD1	ENSG00000176571	type_2_diabetes	0.276383	1
CNBD2	ENSG00000149646	obesity	0.003700	1
CNBP	ENSG00000169714	mash	0.005788	9
CNBP	ENSG00000169714	nafld	0.020323	24
CNBP	ENSG00000169714	obesity	0.010160	18
CNBP	ENSG00000169714	type_2_diabetes	0.004956	7
CNDP1	ENSG00000150656	obesity	0.017350	3
CNDP1	ENSG00000150656	type_2_diabetes	0.048236	36
CNDP2	ENSG00000133313	obesity	0.019910	9
CNDP2	ENSG00000133313	type_2_diabetes	0.013781	6
CNGA1	ENSG00000198515	type_2_diabetes	0.234391	1
CNGA3	ENSG00000144191	obesity	0.019841	1
CNIH3	ENSG00000143786	type_2_diabetes	0.032105	1
CNIH4	ENSG00000143771	obesity	0.006660	1
CNIH4	ENSG00000143771	type_2_diabetes	0.048172	1
CNKSR1	ENSG00000142675	mash	0.001480	1
CNKSR1	ENSG00000142675	obesity	0.002775	2
CNKSR2	ENSG00000149970	type_2_diabetes	0.255700	2
CNKSR3	ENSG00000153721	type_2_diabetes	0.005920	1
CNMD	ENSG00000136110	type_2_diabetes	0.003700	1
CNN1	ENSG00000130176	mash	0.002220	1
CNN1	ENSG00000130176	obesity	0.002590	2
CNN1	ENSG00000130176	type_2_diabetes	0.002960	1
CNN2	ENSG00000064666	type_2_diabetes	0.007400	1
CNN3	ENSG00000117519	nafld	0.001480	1
CNNM1	ENSG00000119946	mash	0.007400	1
CNNM1	ENSG00000119946	type_2_diabetes	0.001480	1
CNNM2	ENSG00000148842	obesity	0.212855	4
CNNM2	ENSG00000148842	type_2_diabetes	0.264518	3
CNNM4	ENSG00000158158	mash	0.076521	5
CNNM4	ENSG00000158158	nafld	0.003495	3
CNNM4	ENSG00000158158	obesity	0.035522	1
CNOT1	ENSG00000125107	obesity	0.215979	1
CNOT1	ENSG00000125107	type_2_diabetes	0.001480	1
CNOT2	ENSG00000111596	obesity	0.004440	1
CNOT3	ENSG00000088038	obesity	0.008675	3
CNOT4	ENSG00000080802	obesity	0.049213	2
CNOT6	ENSG00000113300	nafld	0.002775	2
CNOT6L	ENSG00000138767	mash	0.002220	1
CNOT6L	ENSG00000138767	nafld	0.001480	2
CNOT6L	ENSG00000138767	obesity	0.030342	3
CNOT6L	ENSG00000138767	type_2_diabetes	0.058094	2
CNOT7	ENSG00000198791	nafld	0.027382	1
CNOT7	ENSG00000198791	obesity	0.031970	5
CNOT8	ENSG00000155508	obesity	0.001480	1
CNOT9	ENSG00000144580	obesity	0.070727	1
CNP	ENSG00000173786	mash	0.018532	5
CNP	ENSG00000173786	nafld	0.015171	2
CNP	ENSG00000173786	obesity	0.074058	20
CNP	ENSG00000173786	type_2_diabetes	0.007290	5
CNPY2	ENSG00000257727	mash	0.001480	1
CNPY2	ENSG00000257727	nafld	0.020796	7
CNPY2	ENSG00000257727	obesity	0.004070	6
CNPY2	ENSG00000257727	type_2_diabetes	0.066248	3
CNPY4	ENSG00000166997	nafld	0.008881	1
CNPY4	ENSG00000166997	obesity	0.011841	1
CNR1	ENSG00000118432	mash	0.031421	21
CNR1	ENSG00000118432	nafld	0.063396	66
CNR1	ENSG00000118432	obesity	0.636535	649
CNR1	ENSG00000118432	type_2_diabetes	0.412801	90
CNR2	ENSG00000188822	mash	0.013104	8
CNR2	ENSG00000188822	nafld	0.015066	16
CNR2	ENSG00000188822	obesity	0.050274	47
CNR2	ENSG00000188822	type_2_diabetes	0.046461	12
CNRIP1	ENSG00000119865	obesity	0.002220	1
CNST	ENSG00000162852	nafld	0.001480	1
CNTF	ENSG00000242689	obesity	0.084602	61
CNTF	ENSG00000242689	type_2_diabetes	0.208469	10
CNTFR	ENSG00000122756	obesity	0.004941	5
CNTFR	ENSG00000122756	type_2_diabetes	0.001480	1
CNTLN	ENSG00000044459	nafld	0.031990	1
CNTLN	ENSG00000044459	obesity	0.004420	3
CNTLN	ENSG00000044459	type_2_diabetes	0.030142	1
CNTN1	ENSG00000018236	obesity	0.031697	9
CNTN1	ENSG00000018236	type_2_diabetes	0.040435	6
CNTN2	ENSG00000184144	obesity	0.009878	4
CNTN2	ENSG00000184144	type_2_diabetes	0.491366	9
CNTN3	ENSG00000113805	obesity	0.029968	2
CNTN3	ENSG00000113805	type_2_diabetes	0.002220	1
CNTN4	ENSG00000144619	obesity	0.002590	3
CNTN4	ENSG00000144619	type_2_diabetes	0.271969	5
CNTN5	ENSG00000149972	obesity	0.253177	4
CNTN5	ENSG00000149972	type_2_diabetes	0.004625	2
CNTN6	ENSG00000134115	obesity	0.002960	1
CNTN6	ENSG00000134115	type_2_diabetes	0.036997	2
CNTNAP1	ENSG00000108797	nafld	0.001480	1
CNTNAP1	ENSG00000108797	type_2_diabetes	0.018968	2
CNTNAP2	ENSG00000174469	obesity	0.016721	5
CNTNAP2	ENSG00000174469	type_2_diabetes	0.003865	3
CNTNAP4	ENSG00000152910	obesity	0.075214	2
CNTNAP4	ENSG00000152910	type_2_diabetes	0.059913	1
CNTNAP5	ENSG00000155052	obesity	0.002590	2
CNTNAP5	ENSG00000155052	type_2_diabetes	0.003515	2
CNTRL	ENSG00000119397	obesity	0.004255	2
CNTRL	ENSG00000119397	type_2_diabetes	0.003700	1
COA3	ENSG00000183978	obesity	0.007400	1
COA8	ENSG00000256053	obesity	0.090965	2
COA8	ENSG00000256053	type_2_diabetes	0.062260	2
COASY	ENSG00000068120	mash	0.006660	1
COASY	ENSG00000068120	obesity	0.001480	1
COASY	ENSG00000068120	type_2_diabetes	0.217152	19
COBL	ENSG00000106078	obesity	0.024052	2
COBL	ENSG00000106078	type_2_diabetes	0.069803	2
COBLL1	ENSG00000082438	nafld	0.293276	3
COBLL1	ENSG00000082438	obesity	0.072948	16
COBLL1	ENSG00000082438	type_2_diabetes	0.396044	57
COG2	ENSG00000135775	nafld	0.015171	2
COG2	ENSG00000135775	obesity	0.004070	2
COG2	ENSG00000135775	type_2_diabetes	0.006491	8
COG4	ENSG00000103051	type_2_diabetes	0.002220	1
COG5	ENSG00000164597	obesity	0.006660	1
COG5	ENSG00000164597	type_2_diabetes	0.001480	1
COG6	ENSG00000133103	obesity	0.288204	4
COIL	ENSG00000121058	obesity	0.007400	1
COIL	ENSG00000121058	type_2_diabetes	0.002220	1
COL10A1	ENSG00000123500	mash	0.029417	2
COL10A1	ENSG00000123500	nafld	0.015171	2
COL10A1	ENSG00000123500	obesity	0.001480	1
COL10A1	ENSG00000123500	type_2_diabetes	0.033508	2
COL11A1	ENSG00000060718	obesity	0.005550	2
COL11A1	ENSG00000060718	type_2_diabetes	0.251185	1
COL11A2	ENSG00000204248	mash	0.017706	8
COL11A2	ENSG00000204248	nafld	0.016950	11
COL11A2	ENSG00000204248	obesity	0.008934	16
COL11A2	ENSG00000204248	type_2_diabetes	0.018503	24
COL12A1	ENSG00000111799	obesity	0.004420	3
COL12A1	ENSG00000111799	type_2_diabetes	0.003700	1
COL13A1	ENSG00000197467	mash	0.002590	2
COL13A1	ENSG00000197467	nafld	0.005810	5
COL13A1	ENSG00000197467	type_2_diabetes	0.396843	8
COL14A1	ENSG00000187955	mash	0.005036	3
COL14A1	ENSG00000187955	nafld	0.003700	1
COL14A1	ENSG00000187955	type_2_diabetes	0.058602	3
COL15A1	ENSG00000204291	mash	0.003700	1
COL15A1	ENSG00000204291	obesity	0.005550	2
COL15A1	ENSG00000204291	type_2_diabetes	0.004026	2
COL16A1	ENSG00000084636	obesity	0.300186	3
COL17A1	ENSG00000065618	obesity	0.003700	1
COL17A1	ENSG00000065618	type_2_diabetes	0.083019	4
COL18A1	ENSG00000182871	mash	0.002960	1
COL18A1	ENSG00000182871	nafld	0.004625	2
COL18A1	ENSG00000182871	obesity	0.016066	19
COL18A1	ENSG00000182871	type_2_diabetes	0.039088	15
COL19A1	ENSG00000082293	mash	0.002960	1
COL1A1	ENSG00000108821	mash	0.026913	113
COL1A1	ENSG00000108821	nafld	0.044866	52
COL1A1	ENSG00000108821	obesity	0.034020	28
COL1A1	ENSG00000108821	type_2_diabetes	0.023018	32
COL1A2	ENSG00000164692	mash	0.011331	33
COL1A2	ENSG00000164692	nafld	0.033810	17
COL1A2	ENSG00000164692	obesity	0.053505	17
COL1A2	ENSG00000164692	type_2_diabetes	0.055017	17
COL20A1	ENSG00000101203	nafld	0.015726	2
COL20A1	ENSG00000101203	obesity	0.002590	2
COL20A1	ENSG00000101203	type_2_diabetes	0.001480	1
COL21A1	ENSG00000124749	type_2_diabetes	0.284321	1
COL22A1	ENSG00000169436	nafld	0.003700	1
COL22A1	ENSG00000169436	type_2_diabetes	0.007771	2
COL24A1	ENSG00000171502	nafld	0.003700	1
COL24A1	ENSG00000171502	obesity	0.005787	4
COL24A1	ENSG00000171502	type_2_diabetes	0.002960	1
COL25A1	ENSG00000188517	obesity	0.294432	3
COL25A1	ENSG00000188517	type_2_diabetes	0.001480	1
COL26A1	ENSG00000160963	obesity	0.005435	6
COL27A1	ENSG00000196739	obesity	0.002657	1
COL27A1	ENSG00000196739	type_2_diabetes	0.408228	2
COL28A1	ENSG00000215018	obesity	0.003700	1
COL28A1	ENSG00000215018	type_2_diabetes	0.003700	1
COL2A1	ENSG00000139219	obesity	0.004605	3
COL2A1	ENSG00000139219	type_2_diabetes	0.010987	6
COL3A1	ENSG00000168542	mash	0.022449	25
COL3A1	ENSG00000168542	nafld	0.032447	12
COL3A1	ENSG00000168542	obesity	0.012024	9
COL3A1	ENSG00000168542	type_2_diabetes	0.010325	15
COL4A1	ENSG00000187498	mash	0.009264	7
COL4A1	ENSG00000187498	nafld	0.012437	3
COL4A1	ENSG00000187498	obesity	0.010477	9
COL4A1	ENSG00000187498	type_2_diabetes	0.015074	8
COL4A2	ENSG00000134871	mash	0.004872	3
COL4A2	ENSG00000134871	nafld	0.016055	3
COL4A2	ENSG00000134871	obesity	0.012159	4
COL4A2	ENSG00000134871	type_2_diabetes	0.015767	3
COL4A3	ENSG00000169031	mash	0.011286	2
COL4A3	ENSG00000169031	nafld	0.001480	1
COL4A3	ENSG00000169031	type_2_diabetes	0.031830	9
COL4A4	ENSG00000081052	nafld	0.003700	1
COL4A5	ENSG00000188153	mash	0.003700	1
COL4A5	ENSG00000188153	nafld	0.001480	1
COL4A5	ENSG00000188153	obesity	0.003330	2
COL4A5	ENSG00000188153	type_2_diabetes	0.004810	2
COL4A6	ENSG00000197565	obesity	0.002960	1
COL5A1	ENSG00000130635	mash	0.008490	3
COL5A1	ENSG00000130635	nafld	0.014801	2
COL5A1	ENSG00000130635	type_2_diabetes	0.012979	6
COL5A2	ENSG00000204262	mash	0.004625	2
COL5A2	ENSG00000204262	obesity	0.004070	2
COL5A3	ENSG00000080573	mash	0.004070	2
COL5A3	ENSG00000080573	nafld	0.003700	1
COL5A3	ENSG00000080573	obesity	0.035478	5
COL5A3	ENSG00000080573	type_2_diabetes	0.036205	3
COL6A1	ENSG00000142156	mash	0.005229	6
COL6A1	ENSG00000142156	nafld	0.004625	2
COL6A1	ENSG00000142156	obesity	0.005428	7
COL6A2	ENSG00000142173	mash	0.017714	6
COL6A2	ENSG00000142173	nafld	0.002220	2
COL6A2	ENSG00000142173	obesity	0.009621	3
COL6A2	ENSG00000142173	type_2_diabetes	0.007956	2
COL6A3	ENSG00000163359	mash	0.002590	2
COL6A3	ENSG00000163359	nafld	0.004235	3
COL6A3	ENSG00000163359	obesity	0.043742	34
COL6A3	ENSG00000163359	type_2_diabetes	0.009365	6
COL6A5	ENSG00000172752	obesity	0.007030	2
COL6A6	ENSG00000206384	obesity	0.002590	2
COL6A6	ENSG00000206384	type_2_diabetes	0.002220	1
COL7A1	ENSG00000114270	type_2_diabetes	0.002449	2
COL8A1	ENSG00000144810	mash	0.003700	1
COL8A1	ENSG00000144810	obesity	0.001480	1
COL8A1	ENSG00000144810	type_2_diabetes	0.008770	5
COL8A2	ENSG00000171812	mash	0.001480	1
COL8A2	ENSG00000171812	nafld	0.008881	1
COL8A2	ENSG00000171812	obesity	0.003700	1
COL9A1	ENSG00000112280	type_2_diabetes	0.007400	1
COL9A2	ENSG00000049089	type_2_diabetes	0.007400	1
COL9A3	ENSG00000092758	obesity	0.009415	3
COL9A3	ENSG00000092758	type_2_diabetes	0.027220	4
COLEC11	ENSG00000118004	obesity	0.029492	1
COLEC11	ENSG00000118004	type_2_diabetes	0.007400	1
COLEC12	ENSG00000158270	nafld	0.003700	1
COLEC12	ENSG00000158270	type_2_diabetes	0.008696	2
COLGALT1	ENSG00000130309	mash	0.002960	1
COLGALT1	ENSG00000130309	obesity	0.023682	1
COLGALT2	ENSG00000198756	mash	0.002960	1
COLGALT2	ENSG00000198756	nafld	0.010546	2
COLGALT2	ENSG00000198756	type_2_diabetes	0.258710	4
COLQ	ENSG00000206561	nafld	0.002220	1
COMMD1	ENSG00000173163	nafld	0.002220	1
COMMD1	ENSG00000173163	type_2_diabetes	0.212106	1
COMMD10	ENSG00000145781	obesity	0.009621	1
COMMD3	ENSG00000148444	obesity	0.002220	1
COMMD3	ENSG00000148444	type_2_diabetes	0.005530	3
COMMD3-BMI1	ENSG00000269897	obesity	0.041139	3
COMMD4	ENSG00000140365	type_2_diabetes	0.060416	12
COMMD5	ENSG00000170619	nafld	0.003700	1
COMMD7	ENSG00000149600	type_2_diabetes	0.003700	1
COMP	ENSG00000105664	mash	0.008326	2
COMP	ENSG00000105664	nafld	0.003700	1
COMP	ENSG00000105664	obesity	0.017249	11
COMP	ENSG00000105664	type_2_diabetes	0.020585	13
COMT	ENSG00000093010	obesity	0.065442	34
COMT	ENSG00000093010	type_2_diabetes	0.363427	24
COMTD1	ENSG00000165644	type_2_diabetes	0.019748	1
COP1	ENSG00000143207	nafld	0.002220	1
COP1	ENSG00000143207	obesity	0.275466	4
COP1	ENSG00000143207	type_2_diabetes	0.012951	2
COPA	ENSG00000122218	nafld	0.019426	2
COPA	ENSG00000122218	obesity	0.012227	12
COPA	ENSG00000122218	type_2_diabetes	0.015773	9
COPB1	ENSG00000129083	type_2_diabetes	0.398041	4
COPB2	ENSG00000184432	type_2_diabetes	0.002960	1
COPG1	ENSG00000181789	obesity	0.007745	1
COPG2	ENSG00000158623	obesity	0.001480	1
COPS3	ENSG00000141030	type_2_diabetes	0.023127	2
COPS4	ENSG00000138663	obesity	0.001480	1
COPS5	ENSG00000121022	obesity	0.004625	2
COPS5	ENSG00000121022	type_2_diabetes	0.002220	1
COPS6	ENSG00000168090	mash	0.003700	1
COPS6	ENSG00000168090	nafld	0.008511	2
COPS6	ENSG00000168090	obesity	0.011101	1
COPS7A	ENSG00000111652	type_2_diabetes	0.021863	1
COPS8	ENSG00000198612	obesity	0.003495	3
COPS8	ENSG00000198612	type_2_diabetes	0.001480	1
COPS9	ENSG00000172428	obesity	0.001480	1
COPZ2	ENSG00000005243	type_2_diabetes	0.216885	2
COQ10A	ENSG00000135469	type_2_diabetes	0.068556	2
COQ2	ENSG00000173085	obesity	0.010155	3
COQ2	ENSG00000173085	type_2_diabetes	0.010155	3
COQ4	ENSG00000167113	obesity	0.097568	2
COQ9	ENSG00000088682	type_2_diabetes	0.003700	1
CORIN	ENSG00000145244	obesity	0.032880	9
CORIN	ENSG00000145244	type_2_diabetes	0.048850	5
CORO1A	ENSG00000102879	obesity	0.003515	2
CORO1A	ENSG00000102879	type_2_diabetes	0.016261	3
CORO1B	ENSG00000172725	type_2_diabetes	0.018706	1
CORO1C	ENSG00000110880	obesity	0.008570	4
CORO1C	ENSG00000110880	type_2_diabetes	0.035194	3
CORO2A	ENSG00000106789	type_2_diabetes	0.077662	2
CORO2B	ENSG00000103647	type_2_diabetes	0.006660	1
CORO7	ENSG00000262246	obesity	0.007935	3
CORO7	ENSG00000262246	type_2_diabetes	0.129794	1
CORT	ENSG00000241563	nafld	0.003022	3
CORT	ENSG00000241563	obesity	0.061254	43
CORT	ENSG00000241563	type_2_diabetes	0.047416	40
COTL1	ENSG00000103187	nafld	0.001480	1
COTL1	ENSG00000103187	obesity	0.037795	6
COTL1	ENSG00000103187	type_2_diabetes	0.003587	4
COX10	ENSG00000006695	obesity	0.002220	1
COX10	ENSG00000006695	type_2_diabetes	0.004255	2
COX11	ENSG00000166260	nafld	0.002220	1
COX11	ENSG00000166260	type_2_diabetes	0.037146	3
